country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Belgium,BEL,2021-02-23,756784.0,454439.0,302345.0,19568.0,16698.0,6.53,3.92,2.61,1441.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-24,779418.0,469130.0,310288.0,22634.0,17138.0,6.73,4.05,2.68,1479.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-25,810566.0,491779.0,318787.0,31148.0,17732.0,6.99,4.24,2.75,1530.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-26,841754.0,516416.0,325338.0,31188.0,17850.0,7.26,4.46,2.81,1540.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-27,846031.0,519946.0,326085.0,4277.0,17633.0,7.3,4.49,2.81,1521.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-02-28,846851.0,520545.0,326306.0,820.0,17444.0,7.31,4.49,2.82,1505.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-01,860086.0,531110.0,328976.0,13235.0,17553.0,7.42,4.58,2.84,1515.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-02,882980.0,547382.0,335598.0,22894.0,18028.0,7.62,4.72,2.9,1556.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-03,911816.0,570309.0,341507.0,28836.0,18914.0,7.87,4.92,2.95,1632.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-04,958378.0,608832.0,349546.0,46562.0,21116.0,8.27,5.25,3.02,1822.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-05,1000341.0,644859.0,355482.0,41963.0,22655.0,8.63,5.56,3.07,1955.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-06,1008678.0,652496.0,356182.0,8337.0,23235.0,8.7,5.63,3.07,2005.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-07,1010144.0,653786.0,356358.0,1466.0,23328.0,8.72,5.64,3.07,2013.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-08,1026364.0,668175.0,358189.0,16220.0,23754.0,8.86,5.77,3.09,2050.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-09,1053434.0,688413.0,365021.0,27070.0,24351.0,9.09,5.94,3.15,2101.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-10,1086986.0,713860.0,373126.0,33552.0,25024.0,9.38,6.16,3.22,2159.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-11,1134541.0,753238.0,381303.0,47555.0,25166.0,9.79,6.5,3.29,2171.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-12,1171003.0,778591.0,392412.0,36462.0,24380.0,10.1,6.72,3.39,2104.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-13,1178593.0,784643.0,393950.0,7590.0,24274.0,10.17,6.77,3.4,2094.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-14,1179421.0,784658.0,394763.0,828.0,24182.0,10.18,6.77,3.41,2087.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belgium,BEL,2021-03-15,1193192.0,796922.0,396270.0,13771.0,23833.0,10.3,6.88,3.42,2056.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Belize,BLZ,2021-02-28,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-01,,,,,208.0,,,,523.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-02,417.0,417.0,,,208.0,0.1,0.1,,523.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-03,673.0,673.0,,256.0,224.0,0.17,0.17,,563.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-04,817.0,817.0,,144.0,204.0,0.21,0.21,,513.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-05,996.0,996.0,,179.0,199.0,0.25,0.25,,500.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-06,,,,,186.0,,,,468.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-07,,,,,176.0,,,,443.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-08,,,,,163.0,,,,410.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-09,1466.0,1466.0,,,150.0,0.37,0.37,,377.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-10,2489.0,2489.0,,1023.0,259.0,0.63,0.63,,651.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-11,4933.0,4933.0,,2444.0,588.0,1.24,1.24,,1479.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-12,7444.0,7444.0,,2511.0,921.0,1.87,1.87,,2316.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-13,,,,,1006.0,,,,2530.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-14,,,,,1091.0,,,,2744.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Belize,BLZ,2021-03-15,9585.0,9585.0,,,1177.0,2.41,2.41,,2960.0,Oxford/AstraZeneca,Ministry of Health,https://www.facebook.com/Belizehealth/photos/a.1410495949248816/2644898529141879/
Bermuda,BMU,2021-01-10,0.0,0.0,,,,0.0,0.0,,,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-11,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-12,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-13,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-14,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-15,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-16,1665.0,1665.0,,,278.0,2.67,2.67,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-17,,,,,264.0,,,,4239.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-18,,,,,250.0,,,,4015.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-19,,,,,236.0,,,,3790.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-20,,,,,222.0,,,,3565.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-21,,,,,209.0,,,,3356.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-22,,,,,195.0,,,,3131.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-23,2932.0,2932.0,,,181.0,4.71,4.71,,2907.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-24,,,,,195.0,,,,3131.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-25,,,,,209.0,,,,3356.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-26,,,,,224.0,,,,3597.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-27,,,,,238.0,,,,3822.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-28,,,,,252.0,,,,4047.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-29,,,,,266.0,,,,4272.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-30,4897.0,4897.0,,,281.0,7.86,7.86,,4512.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-01-31,,,,,326.0,,,,5235.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-01,,,,,372.0,,,,5974.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-02,,,,,417.0,,,,6696.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-03,,,,,463.0,,,,7435.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-04,,,,,509.0,,,,8174.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-05,,,,,554.0,,,,8896.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-06,9095.0,7504.0,1591.0,,600.0,14.61,12.05,2.55,9635.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-07,,,,,557.0,,,,8944.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-08,,,,,515.0,,,,8270.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-09,10000.0,8400.0,1600.0,,472.0,16.06,13.49,2.57,7580.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-10,,,,,461.0,,,,7403.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-11,,,,,451.0,,,,7242.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-12,,,,,440.0,,,,7066.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-13,,,,,430.0,,,,6905.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-14,,,,,462.0,,,,7419.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-15,13155.0,,,,494.0,21.12,,,7933.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-16,,,,,531.0,,,,8527.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-17,,,,,536.0,,,,8607.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-18,,,,,540.0,,,,8671.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-19,,,,,545.0,,,,8752.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-20,,,,,550.0,,,,8832.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-21,,,,,555.0,,,,8912.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-22,17073.0,12304.0,4769.0,,560.0,27.42,19.76,7.66,8993.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-23,,,,,584.0,,,,9378.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-24,,,,,607.0,,,,9747.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-25,,,,,631.0,,,,10133.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-26,,,,,655.0,,,,10518.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-27,20705.0,13659.0,7046.0,,679.0,33.25,21.93,11.31,10904.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-02-28,,,,,648.0,,,,10406.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-01,21387.0,,,,616.0,34.34,,,9892.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-02,,,,,695.0,,,,11161.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-03,23939.0,15294.0,8645.0,,773.0,38.44,24.56,13.88,12413.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-04,,,,,747.0,,,,11996.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-05,,,,,720.0,,,,11562.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-06,,,,,694.0,,,,11144.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-07,,,,,723.0,,,,11610.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-08,,,,,751.0,,,,12060.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-09,,,,,646.0,,,,10374.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-10,27727.0,17395.0,10332.0,,541.0,44.52,27.93,16.59,8688.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-11,,,,,543.0,,,,8720.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-12,,,,,544.0,,,,8736.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-13,,,,,545.0,,,,8752.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-14,,,,,547.0,,,,8784.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bermuda,BMU,2021-03-15,30481.0,18807.0,11674.0,,548.0,48.95,30.2,18.75,8800.0,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/29-of-population-had-one-dose-18-had-two/
Bolivia,BOL,2021-01-28,0.0,,,,,0.0,,,,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-01-29,12.0,,,12.0,12.0,0.0,,,1.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-01-30,39.0,,,27.0,20.0,0.0,,,2.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-01-31,67.0,,,28.0,22.0,0.0,,,2.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-01,570.0,,,503.0,142.0,0.0,,,12.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-02,1593.0,,,1023.0,319.0,0.01,,,27.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-03,3560.0,,,1967.0,593.0,0.03,,,51.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-04,,,,,627.0,,,,54.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-05,,,,,743.0,,,,64.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-06,,,,,857.0,,,,73.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-07,,,,,971.0,,,,83.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-08,,,,,1017.0,,,,87.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-09,,,,,989.0,,,,85.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-10,,,,,826.0,,,,71.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-11,10167.0,,,,826.0,0.09,,,71.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-12,,,,,778.0,,,,67.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-13,,,,,730.0,,,,63.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-14,,,,,682.0,,,,58.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-15,,,,,634.0,,,,54.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-16,,,,,586.0,,,,50.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-17,,,,,538.0,,,,46.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-18,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-19,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-20,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-21,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-22,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-23,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-24,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-25,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-26,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-27,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-02-28,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-03-01,,,,,491.0,,,,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-03-02,19487.0,10325.0,9162.0,,491.0,0.17,0.09,0.08,42.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-03-03,19865.0,10325.0,9540.0,378.0,474.0,0.17,0.09,0.08,41.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-03-04,20025.0,10325.0,9700.0,160.0,427.0,0.17,0.09,0.08,37.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-03-05,20110.0,10325.0,9785.0,85.0,369.0,0.17,0.09,0.08,32.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-03-06,106182.0,96397.0,9785.0,86072.0,12595.0,0.91,0.83,0.08,1079.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
Bolivia,BOL,2021-03-07,106905.0,97120.0,9785.0,723.0,12628.0,0.92,0.83,0.08,1082.0,Sputnik V,Ministry of Health,https://twitter.com/SaludDeportesBo/status/1371638945092673541
